Campaign,Browser,Device Type,Operating System,Supply Vendor,User Hour Of Week,Partner Cost (USD),01 - Total Click + View Conversions
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,67,1.571839828,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,68,1.659940916,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,69,2.121859433,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,70,2.295681831,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,71,2.204048426,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,72,1.280150904,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,78,1.005783382,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,79,2.026597129,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,80,1.876579646,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,81,1.721901237,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,82,1.461407862,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,83,1.276033552,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,84,1.328772501,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,85,1.711031105,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,86,1.393394276,13
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,87,1.031997064,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,88,1.205460715,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,89,1.189951427,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,90,1.68644471,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,91,1.431268051,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,92,1.715763755,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,93,2.0044811,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,94,2.541844743,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,95,2.420650886,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,96,1.135957395,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,103,2.095187956,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,104,2.268775052,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,105,1.7228276,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,106,1.39870009,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,107,1.312011581,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,108,1.494275027,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,109,1.402616038,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,110,1.238103839,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,111,1.192686932,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,112,1.058142881,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,113,1.327649965,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,114,1.651712516,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,115,1.748876489,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,116,1.449481364,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,117,1.559958319,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,118,1.810154387,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,119,1.36611811,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,127,1.36547938,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,128,1.659919072,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,129,1.1365227,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,132,1.065284778,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,138,1.096130665,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,141,1.206906229,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,142,1.362291757,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,143,1.675226396,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,144,1.191227991,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,150,1.029440995,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,151,1.591511392,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,152,2.15027935,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,153,2.249534992,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,154,1.823785755,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,155,1.670286094,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,156,1.651947309,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,157,1.829465102,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,158,1.877760819,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,159,1.699948524,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,160,1.436085221,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,161,1.539595214,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,162,1.468407,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,163,1.425239174,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,164,1.507525677,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,165,1.741925905,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,166,1.827685165,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,openx,167,2.031889669,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,triplelift,152,1.035278496,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,triplelift,153,1.215118789,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,triplelift,154,1.029868892,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,triplelift,156,1.11709156,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,WebView,Mobile,Other,triplelift,159,1.01239509,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android44,google,,1.368036213,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android50,google,,1.055406041,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android51,google,,4.08720349,22
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android51,smartadserver,19,1.442948584,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android60,google,,5.94106716,8
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android60,smartadserver,19,1.950423486,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android60,smartadserver,91,1.353630516,9
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android60,smartadserver,163,1.138943243,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android70,google,,4.730501828,17
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android70,smartadserver,19,1.172479393,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android71,google,,3.833510334,6
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android71,smartadserver,19,1.247065027,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android80,google,,6.686024293,21
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android80,smartadserver,19,1.887434277,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android80,smartadserver,91,1.532258294,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android80,smartadserver,163,1.117591759,0
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android81,google,,11.0687902,33
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android81,google,93,1.00343126,0
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android81,google,94,1.089193462,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android81,smartadserver,19,4.218225279,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android81,smartadserver,20,1.213089303,0
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android81,smartadserver,91,3.099624479,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Android81,smartadserver,163,2.52010575,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,,28.55066679,85
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,0,1.577164543,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,1,1.082991632,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,10,1.029542132,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,11,1.121373579,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,12,1.022450703,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,14,1.110202974,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,15,1.083806056,7
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,16,1.074803799,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,17,1.222697445,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,18,1.286891921,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,19,1.514570415,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,20,1.722477578,9
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,21,1.962469945,26
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,22,2.071597894,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,23,2.012960555,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,33,1.332688573,8
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,34,1.322435827,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,35,1.291592532,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,36,1.419297496,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,37,1.494479137,7
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,38,1.332808413,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,39,1.323071891,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,40,1.243644772,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,41,1.426169827,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,42,1.509001335,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,43,1.714030294,7
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,44,1.324917575,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,45,1.77805389,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,46,2.04887652,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,47,1.978758974,6
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,48,1.465944976,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,57,1.251092372,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,58,1.110160518,6
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,59,1.136894456,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,60,1.295295246,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,61,1.247150223,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,62,1.445826691,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,63,1.398509045,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,64,1.304698631,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,65,1.360638013,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,66,1.411933766,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,67,1.442725036,0
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,68,1.62988343,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,69,2.152505174,6
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,70,2.318221755,11
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,71,1.924341946,9
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,72,1.192592904,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,80,1.064583158,0
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,81,1.435823477,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,82,1.424281785,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,83,1.331929511,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,84,1.497185445,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,85,1.523375847,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,86,1.548083441,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,87,1.436534976,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,88,1.415777663,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,89,1.529924275,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,90,1.657107902,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,91,1.522842323,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,92,1.628436161,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,93,2.296312787,6
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,94,2.583238137,10
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,95,2.318258844,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,96,1.185639536,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,105,1.353385759,8
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,106,1.28786343,9
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,107,1.368911406,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,108,1.358974466,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,109,1.412044568,6
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,110,1.318693695,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,111,1.25349547,0
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,112,1.132279619,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,113,1.210320419,9
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,114,1.29260967,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,115,1.88595057,11
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,116,2.138956333,6
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,117,2.048091445,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,118,2.000482356,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,119,1.895748207,9
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,120,1.205657058,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,129,1.241970375,1
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,130,1.254740874,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,131,1.228762794,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,132,1.142915793,7
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,133,1.230021357,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,134,1.303515616,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,135,1.290989698,7
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,136,1.239296327,11
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,137,1.423863618,6
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,138,1.491034205,0
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,139,1.567934753,9
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,140,1.574530415,6
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,141,1.869325627,5
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,142,1.836745254,4
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,143,1.587152738,2
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,153,1.005612501,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,155,1.10332312,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,156,1.164062381,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,157,1.076956821,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,158,1.098062947,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,160,1.116373066,3
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,161,1.10010545,6
XHK19-0399_Triumph Malaysia Q4 2019 Campaign on Xaxis Audience_01119167,Chrome,Mobile,Other,google,162,1.148003022,0
